id,name,x,y,faction1,faction2,faction3,faction4,indType,factories,polType
2008,Penobscot,-332.942,-45.795,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2009,Pentvar,131.659,-301.133,null,null,null,null,Other,0,Other
2010,Perdido,446.666,-113.236,FS,Crucis March,Minette Operational Area,Point Barrow Combat Region,Other,0,Other
2011,Perdition,306.955,-356.676,TC,Perdition Union,null,null,Minor Industrial,2,Major Capital
2012,Périgueux,342.594,82.485,null,null,null,null,Other,0,Other
2013,Perkasie,130.788,-143.764,FS,Capellan March,Kathil Operational Area,Valexa PDZ,Other,0,Other
2014,Pernik,-83.626,-335.943,null,null,null,null,Other,0,Other
2015,Perrot,-30.648,269.788,D(LC;DC),null,null,null,Other,0,Other
2016,Persistence,-106.256,406.305,LC,Tamar Pact,Trellshire,null,Other,0,Other
2017,Pesht,206.144,309.913,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Major Capital
2018,Petrolia,308.115,-70.360,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
2019,Phact,10.848,-139.898,CC,Sarna Commonality,Region 6,null,Other,0,Other
2020,Phalan,-19.908,134.372,LC,Federation of Skye,Virginia Shire,null,Other,0,Other
2021,Phecda,-74.451,-1.595,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
2022,Pherkad,-142.138,170.817,LC,Protectorate of Donegal,District of Donegal,null,Other,0,Other
2023,Philadelphia,191.536,208.818,DC,Benjamin Military District,Xinyang Prefecture,null,Other,0,Other
2024,Piedmont,79.399,77.759,DC,Dieron Military District,Ashio Prefecture,null,Other,0,Other
2025,Pierce,343.011,-310.477,FS,Crucis March,Chirikof Operational Area,Islamabad Combat Region,Other,0,Other
2026,Pietermaritzburg,193.954,-288.536,null,null,null,null,Other,0,Other
2027,Pike,20.153,39.240,DC,Dieron Military District,Al Na'ir Prefecture,null,Other,0,Other
2028,Pilkhua,33.593,206.231,DC,Benjamin Military District,Buckminster Prefecture,null,Other,0,Other
2029,Pilon,778.425,199.976,null,null,null,null,Other,0,Other
2030,Pilpala,-23.534,-375.392,FWL,null,null,null,Other,0,Other
2031,Pinard,173.962,-389.373,TC,Hyades Union,null,null,Minor Industrial,2,Other
2032,Pingree,-201.608,-64.927,FWL,null,null,null,Other,0,Other
2033,Pinnacle,71.843,430.888,DC,Rasalhague Military District,Trondheim Prefecture,null,Other,0,Other
2034,Piriapolis,-98.755,-358.351,FWL,null,null,null,Other,0,Other
2035,Pitkin,492.678,76.984,FS,Draconis March,Woodbine Operational Area,Bryceland PDZ,Other,0,Other
2036,Planting,-53.786,364.691,LC,Tamar Pact,Trellshire,null,Other,0,Other
2037,Plataea,113.108,-122.491,null,null,null,null,Other,0,Other
2038,Pleiades Cluster,216.353,-319.595,FS,Capellan March,Taygeta Operational Area,Altair PDZ,Other,0,Other
2039,Pleione,51.435,-79.668,CC,Tikonov Commonality,Region 10,null,Other,0,Other
2040,Pliska,-48.314,-65.598,null,null,null,null,Other,0,Other
2041,Plymouth,344.044,-68.804,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
2042,Pobeda,-244.820,189.173,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2043,Pocologan,-422.147,166.162,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2044,Point Barrow,362.915,-129.790,FS,Crucis March,Minette Operational Area,Point Barrow Combat Region,Other,0,Other
2045,Pojos,85.025,-377.176,CC,Sian Commonality,Region 14,null,Other,0,Other
2046,Pokhara,62.356,16.823,null,null,null,null,Other,0,Other
2047,Polcenigo,109.071,374.798,DC,Rasalhague Military District,Trondheim Prefecture,null,Other,0,Other
2048,Pollux,-31.545,-15.558,FWL,Sirian Concordat,null,null,Other,0,Other
2049,Pomme De Terre,56.332,362.877,DC,Rasalhague Military District,Radstadt Prefecture,null,Other,0,Other
2050,Pondicherry,401.688,239.059,DC,Galedon Military District,Tabayama Prefecture,null,Other,0,Other
2051,Porrima,-113.987,139.279,LC,Protectorate of Donegal,District of Donegal,null,Other,0,Other
2052,Port Arthur,131.569,255.343,DC,Pesht Military District,Kagoshima Prefecture,null,Other,0,Other
2053,Port Moseby,3.354,160.222,LC,Federation of Skye,Virginia Shire,null,Other,0,Other
2054,Port Vail,-400.859,370.983,null,null,null,null,Other,0,Other
2055,Portland,91.271,-508.604,null,null,null,null,Other,0,Other
2056,Potwin,307.600,-19.950,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
2057,Poulsbo,-375.354,-63.641,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2058,Poznan,62.546,-81.213,CC,Tikonov Commonality,Region 10,null,Other,0,Other
2059,Prato,-335.322,-225.432,FWL,null,null,null,Other,0,Other
2060,Praxton,547.409,131.739,OA,Alpheratz Province,null,null,Other,0,Other
2061,Predlitz,43.684,354.607,DC,Rasalhague Military District,Radstadt Prefecture,null,Other,0,Other
2062,Premana,-366.536,61.473,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2063,Pressby,-215.295,-14.879,LC,Protectorate of Donegal,Bolan Province,null,Other,0,Other
2064,Pressville,-550.938,335.753,null,null,null,null,Other,0,Other
2065,Preston,13.177,-214.037,CC,Capella Commonality,Region 7,null,Other,0,Other
2066,Preston,-223.908,-71.133,FWL,null,null,null,Other,0,Other
2067,Primus,39.543,-320.091,CC,Sian Commonality,Region 8,null,Other,0,Other
2068,Principia,-0.016,-357.850,CC,Sian Commonality,Region 7,null,Other,0,Other
2069,Princton,413.314,26.321,FS,Draconis March,Woodbine Operational Area,Mayetta PDZ,Other,0,Other
2070,Prinis Prime,473.216,233.331,OA,Cerberus Province,null,null,Other,0,Other
2071,Prix,38.243,-328.313,CC,Sian Commonality,Region 8,null,Other,0,Other
2072,Procyon,-5.043,-11.064,FWL,null,null,null,Other,0,Other
2073,Project Libra Umbrella,-59.979,-541.794,IE,null,null,null,Other,0,Other
2074,Promised Land,-304.298,-72.418,FWL,null,null,null,Other,0,Other
2075,Propus,-12.415,-183.807,CC,Capella Commonality,Region 1,null,Other,0,Other
2076,Proserpina,158.215,34.295,DC,Benjamin Military District,Proserpina Prefecture,null,Minor Industrial,1,Minor Capital
2077,Protection,451.843,5.382,FS,Draconis March,Woodbine Operational Area,Mayetta PDZ,Other,0,Other
2078,Prydain,-269.754,247.101,null,null,null,null,Other,0,Other
2079,Pula,269.227,-230.898,null,null,null,null,Other,0,Other
2080,Purvo,59.693,-258.832,CC,Sian Commonality,Region 4,null,Other,0,Other
2081,Pusht-i-rud,372.724,348.637,DC,Pesht Military District,Qandahar Prefecture,null,Other,0,Other
2082,Puttalam,736.804,184.386,null,null,null,null,Other,0,Other
2083,Qalzi,161.826,-436.823,AuC,null,null,null,Other,0,Other
2084,Qanatir,-377.138,256.899,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2085,Qandahar,317.971,358.116,DC,Pesht Military District,Qandahar Prefecture,null,Other,0,Minor Capital
2086,Qarahta,-336.016,226.910,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2087,Qualip,-72.643,189.270,null,null,null,null,Other,0,Other
2088,Quantraine,455.618,205.207,OA,Cerberus Province,null,null,Other,0,Other
2089,Quarell,-30.504,232.596,DC,Rasalhague Military District,Rubigen Prefecture,null,Other,0,Other
2090,Quatre Belle,481.369,156.414,OA,Alpheratz Province,null,null,Other,0,Other
2091,Quelimane,-471.116,380.655,null,null,null,null,Other,0,Other
2092,Quemoy,44.459,-151.496,CC,Sarna Commonality,Region 4,null,Other,0,Other
2093,Quentin,46.002,12.361,FS,Draconis March,Robinson Operational Area,Addicks PDZ,Minor Industrial,1,Other
2094,Quiberas,467.773,174.002,OA,Ramora Province,null,null,Other,0,Other
2095,Quilino,-323.626,154.536,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2096,Quimberton,83.224,-359.395,CC,Sian Commonality,Region 14,null,Other,0,Other
2097,Quimper,308.468,-138.830,null,null,null,null,Other,0,Other
2098,Quimper,380.419,-239.333,null,null,null,null,Other,0,Other
2099,Quincy,347.414,-33.904,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
2100,Quines,725.824,238.054,null,null,null,null,Other,0,Other
2101,Quittacas,157.935,-219.787,FS,Capellan March,Kathil Operational Area,Alcyone PDZ,Other,0,Other
2102,Qurayyat,-403.504,225.102,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2103,Raballa,21.709,-157.740,CC,Sarna Commonality,Region 6,null,Other,0,Other
2104,Radlje,57.630,376.842,DC,Rasalhague Military District,Radstadt Prefecture,null,Other,0,Other
2105,Radostov,-308.163,43.904,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2106,Radstadt,41.368,316.631,DC,Rasalhague Military District,Radstadt Prefecture,null,Other,0,Other
2107,Raetia,575.214,245.550,null,null,null,null,Other,0,Other
2108,Ragusa,-99.440,-193.798,null,null,null,null,Other,0,Other
2109,Rahne,-141.926,9.284,LC,Federation of Skye,Rahneshire,null,Other,0,Minor Capital
2110,Rajkot,-374.562,-21.248,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2111,Raldamax,596.397,141.353,OA,Baliggora Province,null,null,Other,0,Other
2112,Raman,161.553,9.261,FS,Draconis March,Robinson Operational Area,Raman PDZ,Other,0,Other
2113,Ramen,-28.010,-152.955,null,null,null,null,Other,0,Other
2114,Ramgarh,391.866,224.844,DC,Galedon Military District,New Samarkand Prefecture,null,Other,0,Other
2115,Ramona,329.056,-38.305,FS,Crucis March,Markesan Operational Area,Kestrel Combat Region,Other,0,Other
2116,Ramora,491.303,99.048,OA,Ramora Province,null,null,Minor Industrial,1,Major Capital
2117,Ramsau,-0.273,222.518,DC,Rasalhague Military District,Rubigen Prefecture,null,Other,0,Other
2118,Randar,61.773,-175.778,CC,Capella Commonality,Region 3,null,Other,0,Other
2119,Raphael,45.232,-314.880,CC,Sian Commonality,Region 8,null,Other,0,Other
2120,Rapla,-411.541,83.452,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2121,Rasalas,-150.760,-93.880,FWL,Marik Commonwealth,null,null,Other,0,Other
2122,Rasalgethi,-41.881,212.179,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
2123,Rasalhague,39.275,389.766,DC,Rasalhague Military District,Radstadt Prefecture,null,Other,0,Major Capital
2124,Rastaban,-33.617,262.840,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
2125,Recife,-286.656,274.218,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2126,Redfield,140.093,-212.747,FS,Capellan March,Kathil Operational Area,Alcyone PDZ,Other,0,Other
2127,Redondo,454.679,-213.639,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
2128,Reese Station,-292.595,170.817,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2129,Regulus,-152.066,-180.024,FWL,Principality of Regulus,null,null,Other,0,Major Capital
2130,Reinbak,-112.097,-522.298,null,null,null,null,Other,0,Other
2131,Reinhardstein,192.122,-111.270,null,null,null,null,Other,0,Other
2132,Reisling's Planet,175.765,80.602,DC,Benjamin Military District,Irurzun Prefecture,null,Other,0,Other
2133,Reisterstown,315.608,-149.211,FS,Crucis March,Chirikof Operational Area,Remagen Combat Region,Other,0,Other
2134,Relevow,70.306,-188.267,CC,Capella Commonality,Region 3,null,Other,0,Other
2135,Remagen,275.802,-156.154,FS,Crucis March,Markesan Operational Area,New Avalon Combat Region,Other,0,Other
2136,Remshield,97.445,-139.898,CC,Sarna Commonality,Region 7,null,Other,0,Other
2137,Remulac,-73.163,-39.335,FWL,null,null,null,Other,0,Other
2138,Renfield,222.821,-385.176,TC,Hyades Union,null,null,Other,0,Other
2139,Rennes,507.261,-200.590,null,null,null,null,Other,0,Other
2140,Renorsal,616.804,262.981,null,null,null,null,Other,0,Other
2141,Renown,41.604,-397.893,CC,Sian Commonality,Region 15,null,Other,0,Other
2142,Renren,-177.376,407.084,null,null,null,null,Other,0,Other
2143,Rentz,570.493,-98.012,FS,Crucis March,Minette Operational Area,Anjin Muerto Combat Region,Other,0,Other
2144,Repulse,16.271,-397.100,CC,Sian Commonality,Region 15,null,Other,0,Other
2145,Restitution,-204.963,-344.969,null,null,null,null,Other,0,Other
2146,Revel,-400.913,-232.134,null,null,null,null,Other,0,Other
2147,Revivim,-403.306,18.309,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2148,Rexburg,-199.524,-69.844,FWL,null,null,null,Other,0,Other
2149,Reykavis,-418.980,-200.614,IP,null,null,null,Other,0,Other
2150,Rhodos,48.925,-217.144,null,null,null,null,Other,0,Other
2151,Richmond,130.778,455.449,DC,Rasalhague Military District,Trondheim Prefecture,null,Other,0,Other
2152,Richvale,-275.843,175.209,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2153,Ridderkerk,-46.273,351.246,LC,Tamar Pact,Tamar Domains,null,Other,0,Other
2154,Ridgebrook,201.357,-319.595,FS,Capellan March,Taygeta Operational Area,Altair PDZ,Other,0,Other
2155,Rigil Kentarus,-2.852,2.540,LC,Federation of Skye,Isle of Skye,null,Other,0,Other
2156,Rijeka,-338.880,95.341,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2157,Rio,95.382,-28.740,FS,Draconis March,Robinson Operational Area,Kentares PDZ,Other,0,Other
2158,Risin,483.557,225.893,OA,Cerberus Province,null,null,Other,0,Other
2159,Roadside,-185.056,368.820,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2160,Robinson,232.720,-6.482,FS,Draconis March,Robinson Operational Area,Le Blanc PDZ,Other,0,Major Capital
2161,Robsart,170.860,-340.211,FS,Capellan March,Taygeta Operational Area,Altair PDZ,Other,0,Other
2162,Rochelle,-113.791,-15.815,FWL,null,null,null,Other,0,Other
2163,Rochers,-278.462,-15.978,null,null,null,null,Other,0,Other
2164,Rochester,226.948,3.056,FS,Draconis March,Robinson Operational Area,Le Blanc PDZ,Other,0,Other
2165,Rockland,149.916,419.232,DC,Pesht Military District,Albiero Prefecture,null,Other,0,Other
2166,Rockwellawan,67.084,-483.321,I,null,null,null,Other,0,Other
2167,Rocky,-16.688,24.716,null,null,null,null,Other,0,Other
2168,Alsace,-17.320,393.381,DC,Rasalhague Military District,Kirchbach Prefecture,null,Other,0,Other
2169,Rohinjan,-190.802,-303.042,FWL,null,null,null,Other,0,Other
2170,Rollis,150.442,-383.425,CC,Sian Commonality,Region 15,null,Other,0,Other
2171,Romita,-354.154,-252.093,FWL,null,null,null,Other,0,Other
2172,Romulus,-89.704,379.416,LC,Tamar Pact,Trellshire,null,Other,0,Other
2173,Rondon,714.670,134.508,null,null,null,null,Other,0,Other
2174,Ronel,95.640,-2.635,CC,Tikonov Commonality,Region 6,null,Other,0,Other
2175,Rosamond,178.611,-33.649,FS,Crucis March,Markesan Operational Area,Achemar Combat Region,Other,0,Other
2176,Roscoff,546.806,43.168,null,null,null,null,Other,0,Other
2177,Rosendal,-42.171,-341.900,null,null,null,null,Other,0,Other
2178,Rosepine,584.182,-22.793,FS,Draconis March,Woodbine Operational Area,Milligan PDZ,Other,0,Other
2179,Rosetta,-462.868,226.327,null,null,null,null,Other,0,Other
2180,Rosice,-279.223,52.943,LC,Protectorate of Donegal,Alarion Province,null,Other,0,Other
2181,Rosiclare,478.981,-47.355,FS,Crucis March,Minette Operational Area,Tsamma Combat Region,Other,0,Other
2182,Rowe,333.189,48.035,FS,Draconis March,Robinson Operational Area,Dahar PDZ,Other,0,Other
2183,Royal,222.559,44.416,FS,Draconis March,Robinson Operational Area,Raman PDZ,Other,0,Other
2184,Royal Foxx,-196.306,-395.377,MOC,null,null,null,Other,0,Other
2185,Royalston,136.723,-224.142,FS,Capellan March,Kathil Operational Area,Alcyone PDZ,Other,0,Other
2186,Rubigen,30.493,217.858,DC,Rasalhague Military District,Rubigen Prefecture,null,Other,0,Minor Capital
2187,Ruchbah,57.383,-22.794,FS,Draconis March,Robinson Operational Area,Addicks PDZ,Other,0,Other
2188,Rudolpho,533.989,156.594,OA,Alpheratz Province,null,null,Other,0,Other
2189,Rukbat,42.128,108.781,DC,Dieron Military District,Algedi Prefecture,null,Other,0,Other
2190,Ruschegg,-175.241,-321.082,FWL,null,null,null,Other,0,Other
2191,Rushaven,473.579,211.016,OA,Cerberus Province,null,null,Other,0,Other
2192,Ryans Fate,90.206,-416.562,AuC,null,null,null,Other,0,Other
2193,Ryde,-45.356,91.722,LC,Federation of Skye,Virginia Shire,null,Other,0,Other
2194,Ryerson,-75.481,-321.579,FWL,Duchy of Andurien,null,null,Other,0,Other
2195,Rypful,-506.039,367.019,null,null,null,null,Other,0,Other
2196,Rzhishchev,-294.477,-222.067,FWL,null,null,null,Other,0,Other
2197,Saaremaa,138.806,136.951,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
2198,Sabanillas,433.735,-176.369,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
2199,Sabhal Mòr Ostaig,-253.540,237.280,null,null,null,null,Other,0,Other
2200,Sabik,-12.675,57.082,DC,Dieron Military District,Kessel Prefecture,null,Other,0,Other
2201,Sackville,-391.123,-128.993,FWL,null,null,null,Other,0,Other
2202,Sadachbia,80.598,35.873,DC,Dieron Military District,Al Na'ir Prefecture,null,Other,0,Other
2203,Sadalbari,137.775,42.859,DC,Benjamin Military District,Proserpina Prefecture,null,Other,0,Other
2204,Sadurni,-15.002,-344.373,FWL,Duchy of Andurien,null,null,Other,0,Other
2205,Safe Port,134.415,-286.986,FS,Capellan March,Taygeta Operational Area,Sirdar PDZ,Other,0,Other
2206,Saffel,25.586,11.846,FS,Draconis March,Robinson Operational Area,Addicks PDZ,Other,0,Other
2207,Saginaw,299.590,-95.693,FS,Crucis March,Markesan Operational Area,New Avalon Combat Region,Other,0,Other
2208,Saiph,4.644,-68.030,CC,Tikonov Commonality,Region 8,null,Other,0,Other
2209,Sakai,109.339,205.973,DC,Benjamin Military District,Benjamin Prefecture,null,Other,0,Other
2210,Sakhalin,61.773,-141.685,CC,Sarna Commonality,Region 5,null,Other,0,Other
2211,Sakhalin,-24.041,151.687,LC,Federation of Skye,Virginia Shire,null,Other,0,Other
2212,Sakhara,276.586,34.077,FS,Draconis March,Robinson Operational Area,Dahar PDZ,Other,0,Other
2213,Sakuranoki,282.265,159.966,DC,Galedon Military District,New Samarkand Prefecture,null,Other,0,Other
2214,Salardion,-37.917,-394.620,null,null,null,null,Other,0,Other
2215,Salem,206.788,-161.110,FS,Crucis March,Markesan Operational Area,New Avalon Combat Region,Other,0,Other
2216,Salford,339.395,403.203,DC,Pesht Military District,Qandahar Prefecture,null,Other,0,Other
2217,Salisberg,-315.421,454.769,null,null,null,null,Other,0,Other
2218,Saltillo,-310.742,-82.508,FWL,Duchy of Tamarind,null,null,Other,0,Other
2219,Saltural,253.043,-43.935,null,null,null,null,Other,0,Other
2220,Saltville,377.938,-99.438,null,null,null,null,Other,0,Other
2221,Salur,-80.140,-195.503,FWL,Duchy of Oriente,null,null,Other,0,Other
2222,Salvende,640.213,278.418,null,null,null,null,Other,0,Other
2223,Samantha,191.431,-385.176,TC,Hyades Union,null,null,Other,0,Other
2224,San Carlos,454.874,-394.178,null,null,null,null,Other,0,Other
2225,San Nicolas,-390.331,-168.342,FWL,null,null,null,Other,0,Other
2226,Sanda,322.633,194.804,DC,Galedon Military District,New Samarkand Prefecture,null,Other,0,Other
2227,Sanilac,147.338,-58.981,FS,Crucis March,Markesan Operational Area,Achemar Combat Region,Other,0,Other
2228,Santa-Ana,668.724,200.815,null,null,null,null,Other,0,Other
2229,Santana,-198.832,258.445,LC,Protectorate of Donegal,Coventry Province,null,Other,0,Other
2230,Santiago,400.929,173.620,null,null,null,null,Other,0,Other
2231,Sanurcha,217.524,-302.842,null,null,null,null,Other,0,Other
2232,Sanurcha,430.311,-219.140,null,null,null,null,Other,0,Other
